prompt,response,atoms,hallucinated atoms
| Lina Medina was born in Ticrapo.	True |
| Lina Medina was born in Peru.	True |
| She became pregnant at the age of five.	True |
| She gave birth to her son on May 14, 1939.	True |
| She was believed to be the youngest mother in history.	True |
| This claim has been disputed.	False |
","| Lina Medina was born on September 13, 1933. |
| This claim has been disputed. |
"
Tell me a bio of Fran Unsworth," Fran Unsworth is the Director of News and Current Affairs at BBC. She has been with the BBC since 1982, where she started as a journalist in BBC Radio Leeds. Over the years, she has held various positions within the organization including Editor-in-Chief of BBC World Service, Deputy Director of News, and Head of Programmes for BBC Radio 4. In her current role, she oversees all news and current affairs output across the BBC's television, radio, online, and","| Fran Unsworth is a person.	True |
| Fran Unsworth holds the position of Director of News and Current Affairs.	True |
| Fran Unsworth works at the BBC.	True |
| She has been with the BBC since 1982.	True |
| She started as a journalist.	True |
| She started as a journalist in BBC Radio Leeds.	False |
| BBC Radio Leeds is a part of the BBC.	True |
| She has held various positions within the organization.	True |
| She was Editor-in-Chief of BBC World Service.	False |
| She was Deputy Director of News.	True |
| She was Head of Programmes for BBC Radio 4.	False |
| She has a current role.	True |
| She oversees news and current affairs output.	True |
| She oversees news and current affairs output across the BBC's television.	True |
| She oversees news and current affairs output across the BBC's radio.	True |
| She oversees news and current affairs output across the BBC's online platforms.	True |
","| She started as a journalist in BBC Radio Leeds. |
| She was Editor-in-Chief of BBC World Service. |
| She was Head of Programmes for BBC Radio 4. |
"
Tell me a bio of Anushka Sharma," Anushka Sharma is an Indian actress, producer and model. She has appeared in Bollywood films and has won several awards including one Filmfare Award. She was born on May 1, 1988 in Ayodhya, Uttar Pradesh to Colonel Ajay Kumar Sharma and Ashima Sharma. Her father served in the Indian Army and her mother was a housewife. Anushka attended Pathways School in Delhi and later moved to Mumbai to pursue a career in acting. She made her debut in","| Anushka Sharma is Indian.	True |
| Anushka Sharma is an actress.	True |
| Anushka Sharma is a producer.	True |
| Anushka Sharma is a model.	True |
| She has appeared in Bollywood films.	True |
| She has won several awards.	True |
| She has won one Filmfare Award.	True |
| She was born on May 1, 1988.	True |
| She was born in Ayodhya, Uttar Pradesh.	False |
| Her father is Colonel Ajay Kumar Sharma.	True |
| Her mother is Ashima Sharma.	True |
| Her father served in the Indian Army.	True |
| Her mother was a housewife.	True |
| Anushka attended Pathways School in Delhi.	False |
| Anushka later moved to Mumbai.	True |
| Anushka moved to Mumbai to pursue a career in acting.	True |
","| She was born in Ayodhya, Uttar Pradesh. |
| Anushka attended Pathways School in Delhi. |
"
Tell me a bio of Ra Jong-yil," Ra Jong-yil is a South Korean politician who served as the 7th Prime Minister of South Korea from 2003 to 2004. He was born in Seoul on February 28, 1932. Ra Jong-yil attended Yonsei University and graduated with a degree in law. He began his political career in 1961 when he was elected to the National Assembly. In 1979, he became the first person to hold the position of Deputy Speaker of the","| Ra Jong-yil is a South Korean politician.	False |
| Ra Jong-yil served as the 7th Prime Minister of South Korea.	False |
| Ra Jong-yil served as Prime Minister from 2003 to 2004.	False |
| He was born in Seoul.	False |
| He was born on February 28, 1932.	False |
| Ra Jong-yil attended Yonsei University.	False |
| Ra Jong-yil graduated with a degree in law.	False |
| Ra Jong-yil graduated from Yonsei University.	False |
| He began his political career in 1961.	False |
| He was elected to the National Assembly.	False |
| He was elected to the National Assembly in 1961.	False |
| In 1979, he became the first person.	False |
| He became the first person to hold a position.	False |
| The position he held is Deputy Speaker.	False |
","| Ra Jong-yil is a South Korean politician. |
| Ra Jong-yil served as the 7th Prime Minister of South Korea. |
| Ra Jong-yil served as Prime Minister from 2003 to 2004. |
| He was born in Seoul. |
| He was born on February 28, 1932. |
| Ra Jong-yil attended Yonsei University. |
| Ra Jong-yil graduated with a degree in law. |
| Ra Jong-yil graduated from Yonsei University. |
| He began his political career in 1961. |
| He was elected to the National Assembly. |
| He was elected to the National Assembly in 1961. |
| In 1979, he became the first person. |
| He became the first person to hold a position. |
| The position he held is Deputy Speaker. |
"
Tell me a bio of Shashank Manohar," Shashank Manohar is an Indian businessman and former International Cricket Council (ICC) chairman. He was born on August 29, 1960 in Nagpur, Maharashtra, India. He has served as the Chairman of the Board of Control for Cricket in India (BCCI), President of Vidarbha Cricket Association and the Chairman of Nagpur District Cricket Association. In addition to this, he has also served as the Managing Director of Essel Mining and Industries Limited and Essel","| Shashank Manohar is Indian.	True |
| Shashank Manohar is a businessman.	False |
| Shashank Manohar is a former International Cricket Council (ICC) chairman.	True |
| He was born on August 29, 1960.	False |
| He was born in Nagpur.	True |
| He was born in Maharashtra.	True |
| He was born in India.	True |
| He has served as the Chairman of the Board of Control for Cricket in India (BCCI).	True |
| He has served as the President of Vidarbha Cricket Association.	True |
| He has served as the Chairman of Nagpur District Cricket Association.	True |
| He served as the Managing Director.	False |
| He served as the Managing Director of Essel Mining and Industries Limited.	False |
| He served as the Managing Director of Essel.	False |
","| Shashank Manohar is a businessman. |
| He was born on August 29, 1960. |
| He served as the Managing Director. |
| He served as the Managing Director of Essel Mining and Industries Limited. |
| He served as the Managing Director of Essel. |
"
Tell me a bio of Nikki Sixx," Nikki Sixx is an American musician, songwriter, author, radio host and photographer. He is best known as the co-founder, bassist, and primary songwriter of the rock band Mötley Crüe.","| Nikki Sixx is an American.	True |
| Nikki Sixx is a musician.	True |
| Nikki Sixx is a songwriter.	True |
| Nikki Sixx is an author.	True |
| Nikki Sixx is a radio host.	True |
| Nikki Sixx is a photographer.	False |
| He is best known as the co-founder of a rock band.	True |
| He is best known as the bassist of a rock band.	True |
| He is best known as the primary songwriter of a rock band.	True |
| The rock band is Mötley Crüe.	True |
","| Nikki Sixx is a photographer. |
"
Tell me a bio of María Elena Medina-Mora Icaza," María Elena Medina-Mora Icaza is a Mexican lawyer, academic and politician. She was born in Mexico City on February 22, 1946. She obtained her law degree from the Universidad Nacional Autónoma de México (UNAM) in 1968. In 1971 she completed a master's degree in public law at Harvard University. She served as a federal judge in Mexico City from 1980 to 1994. She has also been a","| María Elena Medina-Mora Icaza is Mexican.	True |
| María Elena Medina-Mora Icaza is a lawyer.	False |
| María Elena Medina-Mora Icaza is an academic.	True |
| María Elena Medina-Mora Icaza is a politician.	False |
| She was born in Mexico City.	True |
| She was born on February 22, 1946.	False |
| She obtained her law degree.	False |
| She obtained her law degree from the Universidad Nacional Autónoma de México (UNAM).	False |
| She obtained her law degree from the Universidad Nacional Autónoma de México (UNAM) in 1968.	False |
| She completed a master's degree.	True |
| She completed a master's degree in public law.	False |
| She completed a master's degree in public law at Harvard University.	False |
| She completed a master's degree in public law at Harvard University in 1971.	False |
| She served as a federal judge.	False |
| She served as a federal judge in Mexico City.	False |
| She served as a federal judge in Mexico City from 1980 to 1994.	False |
","| María Elena Medina-Mora Icaza is a lawyer. |
| María Elena Medina-Mora Icaza is a politician. |
| She was born on February 22, 1946. |
| She obtained her law degree. |
| She obtained her law degree from the Universidad Nacional Autónoma de México (UNAM). |
| She obtained her law degree from the Universidad Nacional Autónoma de México (UNAM) in 1968. |
| She completed a master's degree in public law. |
| She completed a master's degree in public law at Harvard University. |
| She completed a master's degree in public law at Harvard University in 1971. |
| She served as a federal judge. |
| She served as a federal judge in Mexico City. |
| She served as a federal judge in Mexico City from 1980 to 1994. |
"
Tell me a bio of Matthew Tukaki," Matthew Tukaki is an Australian-born New Zealander who serves as the Executive Director of Ngā Pae o te Māramatanga (NPM), a research centre based at Auckland University. He has previously served as the CEO of Te Rūnanga o Ngāi Tahu and Chair of the Waitangi National Trust Board.","| Matthew Tukaki is Australian-born.	False |
| Matthew Tukaki is a New Zealander.	True |
| Matthew Tukaki serves as the Executive Director of Ngā Pae o te Māramatanga (NPM).	False |
| Ngā Pae o te Māramatanga (NPM) is a research center.	False |
| Ngā Pae o te Māramatanga (NPM) is based at Auckland University.	False |
| He has previously served as the CEO.	False |
| He has previously served as the CEO of Te Rūnanga o Ngāi Tahu.	False |
| He has previously served as the Chair.	True |
| He has previously served as the Chair of the Waitangi National Trust Board.	True |
","| Matthew Tukaki is Australian-born. |
| Matthew Tukaki serves as the Executive Director of Ngā Pae o te Māramatanga (NPM). |
| Ngā Pae o te Māramatanga (NPM) is a research center. |
| Ngā Pae o te Māramatanga (NPM) is based at Auckland University. |
| He has previously served as the CEO. |
| He has previously served as the CEO of Te Rūnanga o Ngāi Tahu. |
"
Tell me a bio of Osama bin Laden," Osama bin Laden was born in Riyadh, Saudi Arabia on March 10th, 1957. He was the son of Muhammad Awad bin Laden, a wealthy construction magnate from Yemen who founded the Bin Laden Group in 1931. Osama bin Laden grew up in a family that was deeply involved in politics and business. He attended King Abdulaziz University in Jeddah, where he studied civil engineering. In the early 1980s, Osama bin Laden","| Osama bin Laden was born in Riyadh.	False |
| Osama bin Laden was born in Saudi Arabia.	True |
| Osama bin Laden was born on March 10th, 1957.	True |
| He was the son of Muhammad Awad bin Laden.	True |
| Muhammad Awad bin Laden was a wealthy construction magnate.	True |
| Muhammad Awad bin Laden was from Yemen.	True |
| Muhammad Awad bin Laden founded the Bin Laden Group.	True |
| The Bin Laden Group was founded in 1931.	True |
| Osama bin Laden grew up.	True |
| Osama bin Laden grew up in a family.	True |
| The family of Osama bin Laden was deeply involved in politics.	False |
| The family of Osama bin Laden was deeply involved in business.	True |
| He attended King Abdulaziz University.	True |
| He studied civil engineering.	True |
| He studied at King Abdulaziz University in Jeddah.	True |
","| Osama bin Laden was born in Riyadh. |
| The family of Osama bin Laden was deeply involved in politics. |
"
Tell me a bio of Lily Branscombe," Lily Branscombe is an English journalist and author. She has written for various publications including The Times, the Daily Mail, and Vogue. Her first novel, 'The Second Duchess', was published in 2014.","| Lily Branscombe is a person.	True |
| Lily Branscombe is English.	False |
| Lily Branscombe is a journalist.	False |
| Lily Branscombe is an author.	False |
| She has written for The Times.	False |
| She has written for the Daily Mail.	False |
| She has written for Vogue.	False |
| She has written for various publications.	False |
| She wrote a novel.	False |
| Her first novel is titled 'The Second Duchess'.	False |
| 'The Second Duchess' was published in 2014.	False |
","| Lily Branscombe is English. |
| Lily Branscombe is a journalist. |
| Lily Branscombe is an author. |
| She has written for The Times. |
| She has written for the Daily Mail. |
| She has written for Vogue. |
| She has written for various publications. |
| She wrote a novel. |
| Her first novel is titled 'The Second Duchess'. |
| 'The Second Duchess' was published in 2014. |
"
Tell me a bio of Shayne Neumann," Shayne Neumann is an Australian politician who has been the member for Blair in the House of Representatives since 2007. He was born on October 13, 1968 and attended St Joseph's College, Hunters Hill before completing a Bachelor of Arts degree at the University of Sydney. He then went on to complete a Master of Public Administration degree at the University of NSW. In 1994, he was elected as the mayor of Willoughby City Council, becoming the youngest mayor in","| Shayne Neumann is an Australian politician.	True |
| Shayne Neumann has been a member for Blair.	True |
| Shayne Neumann has been a member for Blair in the House of Representatives.	True |
| Shayne Neumann has been a member for Blair in the House of Representatives since 2007.	True |
| He was born on October 13, 1968.	False |
| He attended St Joseph's College, Hunters Hill.	False |
| He completed a Bachelor of Arts degree.	True |
| He completed a Bachelor of Arts degree at the University of Sydney.	False |
| He completed a Master of Public Administration degree.	False |
| He completed the Master of Public Administration degree at the University of New South Wales.	False |
| The University of New South Wales is where he completed the Master of Public Administration degree.	False |
| In 1994, he was elected.	False |
| He was elected as the mayor.	False |
| He was elected as the mayor of Willoughby City Council.	False |
| He became the youngest mayor.	False |
","| He was born on October 13, 1968. |
| He attended St Joseph's College, Hunters Hill. |
| He completed a Bachelor of Arts degree at the University of Sydney. |
| He completed a Master of Public Administration degree. |
| He completed the Master of Public Administration degree at the University of New South Wales. |
| The University of New South Wales is where he completed the Master of Public Administration degree. |
| In 1994, he was elected. |
| He was elected as the mayor. |
| He was elected as the mayor of Willoughby City Council. |
| He became the youngest mayor. |
"
Tell me a bio of Manuel Salazar (footballer)," Manuel Salazar is a former professional football player who played as a defender for clubs in Mexico and Spain. He was born on December 23, 1978 in Guadalajara, Mexico. He started his career with Atlas FC in 1996 and played for them until 2000 when he moved to Spain to play for Real Betis Balompié. He also played for Cádiz CF and CD Leganés before retiring in 2014.</s> 
What were","| Manuel Salazar is a former professional football player.	True |
| Manuel Salazar played as a defender.	False |
| Manuel Salazar played for clubs in Mexico.	False |
| Manuel Salazar played for clubs in Spain.	False |
| He was born on December 23, 1978.	False |
| He was born in Guadalajara, Mexico.	False |
| He started his career in 1996.	False |
| He started his career with Atlas FC.	False |
| He played for Atlas FC.	False |
| He played for Atlas FC until 2000.	False |
| He moved to Spain.	False |
| He moved to Spain in 2000.	False |
| He moved to Spain to play for Real Betis Balompié.	False |
| He played for Real Betis Balompié.	False |
| He played for Cádiz CF.	False |
| He played for Cádiz CF before retiring in 2014.	False |
| He played for CD Leganés.	False |
| He played for CD Leganés before retiring in 2014.	False |
| He retired in 2014.	False |
","| Manuel Salazar played as a defender. |
| Manuel Salazar played for clubs in Mexico. |
| Manuel Salazar played for clubs in Spain. |
| He was born on December 23, 1978. |
| He was born in Guadalajara, Mexico. |
| He started his career in 1996. |
| He started his career with Atlas FC. |
| He played for Atlas FC. |
| He played for Atlas FC until 2000. |
| He moved to Spain. |
| He moved to Spain in 2000. |
| He moved to Spain to play for Real Betis Balompié. |
| He played for Real Betis Balompié. |
| He played for Cádiz CF. |
| He played for Cádiz CF before retiring in 2014. |
| He played for CD Leganés. |
| He played for CD Leganés before retiring in 2014. |
| He retired in 2014. |
"
Tell me a bio of Roselyn Sánchez," Roselyn Sánchez is an American actress, model, and singer. She was born on April 2, 1973 in San Juan, Puerto Rico. She began her career as a model and later transitioned into acting. Some of her notable works include the television series Without a Trace, Devious Maids, and Grand Hotel. She has also appeared in several movies such as Rush Hour 2, Boat Trip, and Act of Valor. In addition to acting, she has released multiple albums and","| Roselyn Sánchez is American.	False |
| Roselyn Sánchez is an actress.	True |
| Roselyn Sánchez is a model.	True |
| Roselyn Sánchez is a singer.	True |
| She was born on April 2, 1973.	True |
| She was born in San Juan.	True |
| She was born in Puerto Rico.	True |
| She began her career as a model.	True |
| She transitioned into acting.	True |
| She later transitioned into acting.	True |
| Some of her notable works include Without a Trace.	True |
| Without a Trace is a television series.	True |
| Some of her notable works include Devious Maids.	True |
| Devious Maids is a television series.	True |
| Some of her notable works include Grand Hotel.	False |
| Grand Hotel is a television series.	False |
| She has appeared in several movies.	True |
| She has appeared in Rush Hour 2.	True |
| Rush Hour 2 is a movie.	True |
| She has appeared in Boat Trip.	True |
| Boat Trip is a movie.	True |
| She has appeared in Act of Valor.	True |
| Act of Valor is a movie.	True |
| She is involved in acting.	True |
| She has released multiple albums.	False |
","| Roselyn Sánchez is American. |
| Some of her notable works include Grand Hotel. |
| Grand Hotel is a television series. |
| She has released multiple albums. |
"
Tell me a bio of Waruhiu Itote," Waruhiu Itote was born on 18th November 1923 in Kibera, Nairobi. He was a Kenyan politician and trade unionist who served as the first president of the Trade Union Congress of Kenya from 1960 to 1961. He also founded the African Independent Labour Party (AILP) in 1957. Waruhiu died on 28th February 2006 at the age of 82.</s> 
What were some","| Waruhiu Itote was born on 18th November 1923.	False |
| Waruhiu Itote was born in Kibera.	False |
| Waruhiu Itote was born in Nairobi.	False |
| He was a Kenyan.	True |
| He was a politician.	False |
| He was a trade unionist.	False |
| He served as the first president of the Trade Union Congress of Kenya.	False |
| He served as the first president of the Trade Union Congress of Kenya from 1960 to 1961.	False |
| He founded the African Independent Labour Party (AILP).	False |
| The African Independent Labour Party (AILP) was founded in 1957.	False |
| Waruhiu died on 28th February 2006.	False |
| Waruhiu was 82 years old when he died.	False |
","| Waruhiu Itote was born on 18th November 1923. |
| Waruhiu Itote was born in Kibera. |
| Waruhiu Itote was born in Nairobi. |
| He was a politician. |
| He was a trade unionist. |
| He served as the first president of the Trade Union Congress of Kenya. |
| He served as the first president of the Trade Union Congress of Kenya from 1960 to 1961. |
| He founded the African Independent Labour Party (AILP). |
| The African Independent Labour Party (AILP) was founded in 1957. |
| Waruhiu died on 28th February 2006. |
| Waruhiu was 82 years old when he died. |
"
Tell me a bio of Elsa Pataky," Elsa Pataky is an Australian actress and model who was born on July 18, 1976 in Madrid, Spain. She began her career as a model at the age of 16 and made her acting debut in the Spanish film 'Ninette' in 1998. Since then, she has appeared in numerous films including 'Snakes on a Plane', 'Fast Five', and 'Rush'. She married actor Chris Hemsworth in 2010 and they have","| Elsa Pataky is an actress.	True |
| Elsa Pataky is a model.	True |
| Elsa Pataky is Australian.	False |
| Elsa Pataky was born on July 18, 1976.	True |
| Elsa Pataky was born in Madrid, Spain.	True |
| She began her career as a model.	True |
| She began her career as a model at the age of 16.	True |
| She made her acting debut.	True |
| She made her acting debut in the Spanish film 'Ninette.'	False |
| The Spanish film 'Ninette' was released in 1998.	False |
| She has appeared in numerous films.	True |
| She appeared in 'Snakes on a Plane'.	True |
| She appeared in 'Fast Five'.	True |
| She appeared in 'Rush'.	False |
| She appeared in 'Snakes on a Plane', 'Fast Five', and 'Rush'.	False |
| She married actor Chris Hemsworth.	True |
| She married actor Chris Hemsworth in 2010.	True |
| They have a family.	True |
","| Elsa Pataky is Australian. |
| She made her acting debut in the Spanish film 'Ninette.' |
| The Spanish film 'Ninette' was released in 1998. |
| She appeared in 'Rush'. |
| She appeared in 'Snakes on a Plane', 'Fast Five', and 'Rush'. |
"
Tell me a bio of Garrincha," Garrincha was born in Pau Grande, Rio de Janeiro, Brazil on October 28, 1933. He played as an attacking midfielder and winger for the Brazilian national team from 1955 to 1966. He is widely regarded as one of the greatest players of all time due to his incredible dribbling skills and ability to create opportunities for his teammates. He was known for his small stature and low center of gravity, which allowed him to weave through defenders with ease. G","| Garrincha was born in Pau Grande.	True |
| Pau Grande is located in Rio de Janeiro, Brazil.	False |
| Garrincha was born on October 28, 1933.	True |
| He played as an attacking midfielder.	False |
| He played as a winger.	True |
| He played for the Brazilian national team.	True |
| He played for the Brazilian national team from 1955 to 1966.	True |
| He is widely regarded.	True |
| He is one of the greatest players of all time.	True |
| He is regarded as one of the greatest players of all time.	True |
| He is regarded as one of the greatest players of all time due to his incredible dribbling skills.	True |
| He is regarded as one of the greatest players of all time due to his ability to create opportunities for his teammates.	True |
| He was known for his small stature.	True |
| He was known for his low center of gravity.	True |
| His small stature allowed him to weave through defenders with ease.	True |
| His low center of gravity allowed him to weave through defenders with ease.	True |
","| Pau Grande is located in Rio de Janeiro, Brazil. |
| He played as an attacking midfielder. |
"
Tell me a bio of Tim Fischer," Tim Fischer was an Australian politician and the Deputy Prime Minister of Australia from 1996 to 1999. He served as the leader of the National Party of Australia from 1990 until 2005, and was also the Minister for Trade in the Howard government.","| Tim Fischer was an Australian.	True |
| Tim Fischer was a politician.	True |
| Tim Fischer was the Deputy Prime Minister of Australia.	True |
| Tim Fischer was the Deputy Prime Minister of Australia from 1996 to 1999.	True |
| He served as the leader of the National Party of Australia.	True |
| He served as the leader of the National Party of Australia from 1990 until 2005.	False |
| He was also the Minister for Trade.	True |
| He was also the Minister for Trade in the Howard government.	True |
","| He served as the leader of the National Party of Australia from 1990 until 2005. |
"
Tell me a bio of Damir Memović," Damir Memović is a Bosnian professional basketball player for the Turkish club Anadolu Efes. He was born on October 7, 1990 in Tuzla, Bosnia and Herzegovina. He started playing basketball at the age of 13 with his hometown team KK Tuzla. After graduating from high school, he played for the University of Dayton in Ohio where he was named to the Atlantic 10 All-Rookie Team. In 2012, he","| Damir Memović is a person.	True |
| Damir Memović is a Bosnian.	False |
| Damir Memović is a professional basketball player.	False |
| Damir Memović plays for the Turkish club Anadolu Efes.	False |
| He was born on October 7, 1990.	False |
| He was born in Tuzla.	False |
| He was born in Bosnia and Herzegovina.	False |
| He started playing basketball.	False |
| He started playing basketball at the age of 13.	False |
| His hometown team is KK Tuzla.	False |
| He started playing basketball with KK Tuzla.	False |
| He started playing basketball with his hometown team KK Tuzla at the age of 13.	False |
| He graduated from high school.	False |
| He played for the University of Dayton in Ohio.	False |
| The University of Dayton is located in Ohio.	False |
| He was named to the Atlantic 10 All-Rookie Team.	False |
","| Damir Memović is a Bosnian. |
| Damir Memović is a professional basketball player. |
| Damir Memović plays for the Turkish club Anadolu Efes. |
| He was born on October 7, 1990. |
| He was born in Tuzla. |
| He was born in Bosnia and Herzegovina. |
| He started playing basketball. |
| He started playing basketball at the age of 13. |
| His hometown team is KK Tuzla. |
| He started playing basketball with KK Tuzla. |
| He started playing basketball with his hometown team KK Tuzla at the age of 13. |
| He graduated from high school. |
| He played for the University of Dayton in Ohio. |
| The University of Dayton is located in Ohio. |
| He was named to the Atlantic 10 All-Rookie Team. |
"
Tell me a bio of Mitzi Gaynor," Mitzi Gaynor is an American actress, singer, and dancer. She was born on September 4, 1931 in Chicago, Illinois. Mitzi began her career as a child performer at the age of three. She appeared in several films during the 1940s and 1950s, including South Pacific and The I Don't Care Girl. Mitzi also starred in many musicals and variety shows on television. In addition to acting, she has released several albums and toured","| Mitzi Gaynor is an American.	True |
| Mitzi Gaynor is an actress.	True |
| Mitzi Gaynor is a singer.	True |
| Mitzi Gaynor is a dancer.	True |
| She was born on September 4, 1931.	True |
| She was born in Chicago.	True |
| She was born in Illinois.	False |
| Mitzi began her career.	True |
| Mitzi began her career as a child performer.	True |
| Mitzi began her career at the age of three.	False |
| Mitzi began her career as a child performer at the age of three.	False |
| She appeared in films during the 1940s.	False |
| She appeared in films during the 1950s.	True |
| She appeared in South Pacific.	True |
| South Pacific is a film.	True |
| She appeared in The I Don't Care Girl.	True |
| The I Don't Care Girl is a film.	True |
| Mitzi starred in musicals on television.	True |
| Mitzi starred in variety shows on television.	True |
| She is an actress.	True |
| She has released several albums.	True |
| She has toured.	True |
","| She was born in Illinois. |
| Mitzi began her career at the age of three. |
| Mitzi began her career as a child performer at the age of three. |
| She appeared in films during the 1940s. |
"
Tell me a bio of Vaira Vīķe-Freiberga," Vaira Vīķe-Freiberga is a Latvian politician and academic. She served as the sixth President of Latvia from 1999 to 2007, becoming the first female president in Eastern Europe. She was born on August 1, 1936, in Riga, Latvia. She received her bachelor's degree in psychology from the University of Toronto in 1960 and her PhD in experimental psychology from McGill University in 1965. After returning to Latvia","| Vaira Vīķe-Freiberga is a person.	True |
| Vaira Vīķe-Freiberga is Latvian.	True |
| Vaira Vīķe-Freiberga is a politician.	True |
| Vaira Vīķe-Freiberga is an academic.	True |
| She served as the sixth President of Latvia.	True |
| She served as the sixth President of Latvia from 1999 to 2007.	True |
| She became the first female president in Eastern Europe.	True |
| She was born on August 1, 1936.	False |
| She was born in Riga.	True |
| She was born in Latvia.	True |
| She received her bachelor's degree in psychology.	False |
| She received her bachelor's degree from the University of Toronto.	True |
| She received her bachelor's degree in psychology from the University of Toronto in 1960.	False |
| She received her PhD in experimental psychology.	True |
| She received her PhD from McGill University.	True |
| She received her PhD in experimental psychology from McGill University in 1965.	True |
| There was a return to Latvia.	True |
","| She was born on August 1, 1936. |
| She received her bachelor's degree in psychology. |
| She received her bachelor's degree in psychology from the University of Toronto in 1960. |
"
Tell me a bio of Ben Lummis," Ben Lummis is an American actor, comedian and writer. He is known for his work on the television series 'The Office' and 'Community'.","| Ben Lummis is American.	False |
| Ben Lummis is an actor.	False |
| Ben Lummis is a comedian.	False |
| Ben Lummis is a writer.	False |
| He is known for his work.	True |
| He is known for his work on the television series 'The Office'.	False |
| He is known for his work on the television series 'Community'.	False |
","| Ben Lummis is American. |
| Ben Lummis is an actor. |
| Ben Lummis is a comedian. |
| Ben Lummis is a writer. |
| He is known for his work on the television series 'The Office'. |
| He is known for his work on the television series 'Community'. |
"
Tell me a bio of Gonzalo Fonseca," Gonzalo Fonseca is an Argentine footballer who plays as a midfielder for River Plate. He was born on February 20, 1998 in Buenos Aires, Argentina. He started his career at River Plate and made his professional debut in 2017. He has represented the Argentina national team at various youth levels including the U17, U20, and U23 teams.","| Gonzalo Fonseca is from Argentina.	False |
| Gonzalo Fonseca is a footballer.	False |
| Gonzalo Fonseca plays as a midfielder.	False |
| Gonzalo Fonseca plays for River Plate.	False |
| He was born on February 20, 1998.	False |
| He was born in Buenos Aires.	False |
| He was born in Argentina.	False |
| He started his career at River Plate.	False |
| River Plate is a football club.	False |
| He made his professional debut in 2017.	False |
| He made his professional debut in football.	False |
| He has represented the Argentina national team.	False |
| He has represented the Argentina national team at various youth levels.	False |
| He has represented the Argentina national team at the U17 level.	False |
| He has represented the Argentina national team at the U20 level.	False |
| He has represented the Argentina national team at the U23 level.	False |
","| Gonzalo Fonseca is from Argentina. |
| Gonzalo Fonseca is a footballer. |
| Gonzalo Fonseca plays as a midfielder. |
| Gonzalo Fonseca plays for River Plate. |
| He was born on February 20, 1998. |
| He was born in Buenos Aires. |
| He was born in Argentina. |
| He started his career at River Plate. |
| River Plate is a football club. |
| He made his professional debut in 2017. |
| He made his professional debut in football. |
| He has represented the Argentina national team. |
| He has represented the Argentina national team at various youth levels. |
| He has represented the Argentina national team at the U17 level. |
| He has represented the Argentina national team at the U20 level. |
| He has represented the Argentina national team at the U23 level. |
"
Tell me a bio of Michael Valpy," Michael Valpy is a Canadian journalist and author. He has written for many publications, including The Globe and Mail, Maclean's, Toronto Life, and the National Post. He was also editor-in-chief of Chatelaine magazine from 1997 to 2004.","| Michael Valpy is a person.	True |
| Michael Valpy is Canadian.	True |
| Michael Valpy is a journalist.	True |
| Michael Valpy is an author.	True |
| He has written for The Globe and Mail.	True |
| He has written for Maclean's.	True |
| He has written for Toronto Life.	False |
| He has written for the National Post.	True |
| He has written for many publications.	True |
| He was editor-in-chief.	False |
| He was also editor-in-chief of Chatelaine magazine.	False |
| He was also editor-in-chief of Chatelaine magazine from 1997 to 2004.	False |
","| He has written for Toronto Life. |
| He was editor-in-chief. |
| He was also editor-in-chief of Chatelaine magazine. |
| He was also editor-in-chief of Chatelaine magazine from 1997 to 2004. |
"
Tell me a bio of Emmett Skilton," Emmett Skilton is an American actor, director, and writer. He was born on August 1, 1989 in Los Angeles, California. His parents are both actors, so he grew up around the entertainment industry. He started acting at a young age and has appeared in numerous films and television shows such as The Walking Dead, CSI: Crime Scene Investigation, and NCIS: New Orleans. In addition to his acting career, Skilton also directs and writes for film and television.","| Emmett Skilton is a person.	True |
| Emmett Skilton is an American.	False |
| Emmett Skilton is an actor.	True |
| Emmett Skilton is a director.	True |
| Emmett Skilton is a writer.	False |
| He was born on August 1, 1989.	False |
| He was born in Los Angeles.	False |
| He was born in California.	False |
| His parents are both actors.	True |
| He grew up around the entertainment industry.	True |
| He started acting at a young age.	True |
| He has appeared in numerous films and television shows.	True |
| He appeared in The Walking Dead.	False |
| He appeared in CSI: Crime Scene Investigation.	False |
| He appeared in NCIS: New Orleans.	False |
| Skilton has an acting career.	True |
| Skilton directs for film and television.	True |
| Skilton writes for film and television.	False |
","| Emmett Skilton is an American. |
| Emmett Skilton is a writer. |
| He was born on August 1, 1989. |
| He was born in Los Angeles. |
| He was born in California. |
| He appeared in The Walking Dead. |
| He appeared in CSI: Crime Scene Investigation. |
| He appeared in NCIS: New Orleans. |
| Skilton writes for film and television. |
"
Tell me a bio of Besant Ravi," Besant Ravi is an Indian film actor, producer and director. He has acted in over 100 films mainly in the Telugu and Tamil film industries. He is known for his roles as a villain and antagonist.","| Besant Ravi is a person.	True |
| Besant Ravi is Indian.	True |
| Besant Ravi is a film actor.	True |
| Besant Ravi is a producer.	False |
| Besant Ravi is a director.	False |
| He has acted in over 100 films.	True |
| He has acted mainly in the Telugu film industry.	False |
| He has acted mainly in the Tamil film industry.	True |
| He is known for his roles.	True |
| He is known for his roles as a villain.	True |
| He is known for his roles as an antagonist.	True |
","| Besant Ravi is a producer. |
| Besant Ravi is a director. |
| He has acted mainly in the Telugu film industry. |
