prompt,response,atoms,hallucinated atoms
Tell me a bio of Maja Jager," Maja Jager is a Danish-Swedish journalist, author, and documentary filmmaker. She was born on March 2, 1978, in Denmark. Jager studied journalism at the Danish School of Journalism in Aarhus, Denmark. She began her career as a reporter for Danish National Radio (DR) in Copenhagen. In 2006, she moved to Sweden where she worked as a reporter for Swedish Radio (SR). In 2010, she started her own production company, Maja Jager Produktion AB, which produces documentaries and","| Maja Jager is a person.	True |
| Maja Jager is Danish.	True |
| Maja Jager is Swedish.	False |
| Maja Jager is a journalist.	False |
| Maja Jager is an author.	False |
| Maja Jager is a documentary filmmaker.	False |
| She was born on March 2, 1978.	False |
| She was born in Denmark.	True |
| Jager studied journalism.	False |
| Jager studied at the Danish School of Journalism.	False |
| The Danish School of Journalism is located in Aarhus, Denmark.	False |
| Jager studied journalism at the Danish School of Journalism in Aarhus, Denmark.	False |
| She began her career as a reporter.	False |
| She began her career for Danish National Radio (DR).	False |
| She began her career for Danish National Radio (DR) in Copenhagen.	False |
| In 2006, she moved to Sweden.	False |
| She worked as a reporter.	False |
| She worked as a reporter for Swedish Radio (SR).	False |
| In 2010, she started her own production company.	False |
| The production company is called Maja Jager Produktion AB.	False |
| Maja Jager Produktion AB produces documentaries.	False |
","| Maja Jager is Swedish. |
| Maja Jager is a journalist. |
| Maja Jager is an author. |
| Maja Jager is a documentary filmmaker. |
| She was born on March 2, 1978. |
| Jager studied journalism. |
| Jager studied at the Danish School of Journalism. |
| The Danish School of Journalism is located in Aarhus, Denmark. |
| Jager studied journalism at the Danish School of Journalism in Aarhus, Denmark. |
| She began her career as a reporter. |
| She began her career for Danish National Radio (DR). |
| She began her career for Danish National Radio (DR) in Copenhagen. |
| In 2006, she moved to Sweden. |
| She worked as a reporter. |
| She worked as a reporter for Swedish Radio (SR). |
| In 2010, she started her own production company. |
| The production company is called Maja Jager Produktion AB. |
| Maja Jager Produktion AB produces documentaries. |
"
Tell me a bio of Richie Dorman," Richie Dorman is a Northern Irish professional footballer who plays as a centre-back for Scottish Premiership club St. Mirren. He was born on March 24, 1993, in Belfast, Northern Ireland. Dorman started his career with Crusaders before moving to Scottish Premiership side Motherwell in 2014. He spent three seasons at Motherwell before joining St. Mirren in the summer of 2017. Dorman has represented Northern Ireland at various youth levels and made his senior international debut in March 2017 against","| Richie Dorman is a person.	True |
| Richie Dorman is from Northern Ireland.	False |
| Richie Dorman is a professional footballer.	False |
| Richie Dorman plays as a centre-back.	False |
| Richie Dorman plays for St. Mirren.	False |
| St. Mirren is a Scottish Premiership club.	True |
| He was born on March 24, 1993.	False |
| He was born in Belfast.	False |
| He was born in Northern Ireland.	False |
| Dorman started his career.	True |
| Dorman started his career with Crusaders.	False |
| Dorman moved to Scottish Premiership side Motherwell.	False |
| Dorman moved to Scottish Premiership side Motherwell in 2014.	False |
| He spent three seasons at Motherwell.	False |
| He joined St. Mirren.	False |
| He joined St. Mirren in the summer of 2017.	False |
| Dorman has represented Northern Ireland.	False |
| Dorman has represented Northern Ireland at various youth levels.	False |
| Dorman made his senior international debut.	False |
| Dorman made his senior international debut in March 2017.	False |
| Dorman made his senior international debut against an unspecified opponent.	False |
","| Richie Dorman is from Northern Ireland. |
| Richie Dorman is a professional footballer. |
| Richie Dorman plays as a centre-back. |
| Richie Dorman plays for St. Mirren. |
| He was born on March 24, 1993. |
| He was born in Belfast. |
| He was born in Northern Ireland. |
| Dorman started his career with Crusaders. |
| Dorman moved to Scottish Premiership side Motherwell. |
| Dorman moved to Scottish Premiership side Motherwell in 2014. |
| He spent three seasons at Motherwell. |
| He joined St. Mirren. |
| He joined St. Mirren in the summer of 2017. |
| Dorman has represented Northern Ireland. |
| Dorman has represented Northern Ireland at various youth levels. |
| Dorman made his senior international debut. |
| Dorman made his senior international debut in March 2017. |
| Dorman made his senior international debut against an unspecified opponent. |
"
Tell me a bio of Braulio Lara," Braulio Lara is a Mexican professional boxer. He was born on February 13, 1975, in Guadalajara, Jalisco, Mexico. Lara began his professional boxing career in 1994 and has since held multiple world titles in three different weight classes: super bantamweight, featherweight, and super featherweight. He is known for his aggressive fighting style and impressive punching power. Lara's most notable victories include wins against Juan Manuel Marquez, Steven Luevano, and Paulie Malignaggi. Outside of","| Braulio Lara is a person.	True |
| Braulio Lara is Mexican.	False |
| Braulio Lara is a professional boxer.	False |
| He was born on February 13, 1975.	False |
| He was born in Guadalajara.	False |
| He was born in Jalisco.	False |
| He was born in Mexico.	False |
| Lara began his professional boxing career in 1994.	False |
| Lara has held multiple world titles.	False |
| Lara has held world titles in three different weight classes.	False |
| Lara has held world titles in the super bantamweight class.	False |
| Lara has held world titles in the featherweight class.	False |
| Lara has held world titles in the super featherweight class.	False |
| He is known for his aggressive fighting style.	False |
| He is known for his impressive punching power.	False |
| Lara has notable victories.	False |
| Lara's most notable victories include wins against Juan Manuel Marquez.	False |
| Lara's most notable victories include wins against Steven Luevano.	False |
| Lara's most notable victories include wins against Paulie Malignaggi.	False |
","| Braulio Lara is Mexican. |
| Braulio Lara is a professional boxer. |
| He was born on February 13, 1975. |
| He was born in Guadalajara. |
| He was born in Jalisco. |
| He was born in Mexico. |
| Lara began his professional boxing career in 1994. |
| Lara has held multiple world titles. |
| Lara has held world titles in three different weight classes. |
| Lara has held world titles in the super bantamweight class. |
| Lara has held world titles in the featherweight class. |
| Lara has held world titles in the super featherweight class. |
| He is known for his aggressive fighting style. |
| He is known for his impressive punching power. |
| Lara has notable victories. |
| Lara's most notable victories include wins against Juan Manuel Marquez. |
| Lara's most notable victories include wins against Steven Luevano. |
| Lara's most notable victories include wins against Paulie Malignaggi. |
"
Tell me a bio of Katherine Ryan," Katherine Ryan is a Canadian-British stand-up comedian, actress, and writer. She was born on June 30, 1983, in Ottawa, Ontario, Canada. Ryan moved to the United Kingdom when she was 16 years old and began her career in comedy there. She has appeared on various British television shows including ""Michael McIntyre's Comedy Roadshow,"" ""Live at the Apollo,"" and ""The Graham Norton Show."" In addition to her television work, Ryan has also toured as a stand-up comedian and released several comedy","| Katherine Ryan is Canadian.	True |
| Katherine Ryan is British.	False |
| Katherine Ryan is a stand-up comedian.	True |
| Katherine Ryan is an actress.	True |
| Katherine Ryan is a writer.	True |
| She was born on June 30, 1983.	True |
| She was born in Ottawa.	False |
| She was born in Ontario.	True |
| She was born in Canada.	True |
| Ryan moved to the United Kingdom.	True |
| Ryan moved to the United Kingdom when she was 16 years old.	False |
| Ryan began her career in comedy.	True |
| Ryan began her career in comedy in the United Kingdom.	True |
| She has appeared on British television shows.	True |
| She has appeared on ""Michael McIntyre's Comedy Roadshow.""	False |
| She has appeared on ""Live at the Apollo.""	True |
| She has appeared on ""The Graham Norton Show."".	True |
| Ryan has television work.	True |
| Ryan has toured as a stand-up comedian.	True |
| Ryan has released several comedy.	True |
","| Katherine Ryan is British. |
| She was born in Ottawa. |
| Ryan moved to the United Kingdom when she was 16 years old. |
| She has appeared on ""Michael McIntyre's Comedy Roadshow."" |
"
Tell me a bio of Matthew Perry," Matthew Perry is an American actor, primarily known for his role as Chandler Bing on the hit television series ""Friends"" (1994-2004). He was born on August 19, 1969, in Ottawa, Ontario, Canada. Perry's acting career began with guest appearances on various television shows in the late 1980s and early 1990s. In addition to ""Friends,"" he has appeared in numerous films and TV shows, including ""The Whole Nine Yards,"" ""Fools Rush In,"" ""Studio","| Matthew Perry is an American actor.	False |
| Matthew Perry is primarily known for his role as Chandler Bing.	True |
| Chandler Bing is a character on the television series ""Friends.""	True |
| ""Friends"" aired from 1994 to 2004.	True |
| He was born on August 19, 1969.	True |
| He was born in Ottawa.	False |
| He was born in Ontario.	False |
| He was born in Canada.	True |
| Perry's acting career began.	True |
| Perry's acting career began with guest appearances.	True |
| Perry's acting career began with guest appearances on various television shows.	True |
| Perry's acting career began with guest appearances on various television shows in the late 1980s.	True |
| Perry's acting career began with guest appearances on various television shows in the early 1990s.	True |
| He appeared in the TV show ""Friends.""	True |
| He appeared in numerous films.	True |
| He appeared in numerous TV shows.	True |
| He appeared in ""The Whole Nine Yards.""	True |
| He appeared in ""Fools Rush In.""	True |
| He appeared in ""Studio."".	True |
","| Matthew Perry is an American actor. |
| He was born in Ottawa. |
| He was born in Ontario. |
"
Tell me a bio of Amr Shabana," Amr Shabana is an Egyptian squash player. He was born on October 24, 1983, in Cairo, Egypt. Shabana started playing squash at the age of seven and turned professional in 2001. He has been one of the most dominant figures in squash since then, with a career high world ranking of number two. Shabana has won numerous titles including the British Open five times, the World Open twice, and the World Championship once. He is known for his aggressive playing style and excellent fitness levels, which allow him to maintain high energy levels throughout long","| Amr Shabana is a person.	True |
| Amr Shabana is Egyptian.	True |
| Amr Shabana is a squash player.	True |
| He was born on October 24, 1983.	False |
| He was born in Cairo.	True |
| He was born in Egypt.	True |
| Shabana started playing squash at the age of seven.	True |
| Shabana turned professional in 2001.	False |
| He has been one of the most dominant figures in squash.	True |
| He has been one of the most dominant figures in squash since then.	True |
| He has a career high world ranking.	True |
| His career high world ranking is number two.	False |
| Shabana has won numerous titles.	True |
| Shabana has won the British Open five times.	False |
| Shabana has won the World Open twice.	False |
| Shabana has won the World Championship once.	False |
| He is known for his aggressive playing style.	True |
| He is known for his excellent fitness levels.	True |
| His fitness levels allow him to maintain high energy levels.	True |
| He maintains high energy levels throughout long periods.	True |
","| He was born on October 24, 1983. |
| Shabana turned professional in 2001. |
| His career high world ranking is number two. |
| Shabana has won the British Open five times. |
| Shabana has won the World Open twice. |
| Shabana has won the World Championship once. |
"
Tell me a bio of Sage Stallone," I'm sorry for any confusion, but there seems to be a misunderstanding. Sylvester Stallone is a well-known actor and filmmaker. He was born on July 6, 1946, in New York City, USA. Stallone first rose to fame for his portrayal of Rocky Balboa in the ""Rocky"" film series and later as John Rambo in the ""Rambo"" series. His acting career spans over five decades and includes numerous other notable roles. However, there is no record of a person named Sage Stallone","| The speaker is apologizing.	False |
| The speaker is sorry for any confusion.	False |
| The speaker acknowledges a misunderstanding.	False |
| Sylvester Stallone is a well-known actor.	True |
| Sylvester Stallone is a filmmaker.	False |
| He was born on July 6, 1946.	False |
| He was born in New York City.	False |
| He was born in the USA.	True |
| Stallone first rose to fame.	True |
| Stallone rose to fame for his portrayal of Rocky Balboa.	False |
| Rocky Balboa is a character in the ""Rocky"" film series.	True |
| The ""Rocky"" film series features Rocky Balboa.	True |
| Stallone later rose to fame as John Rambo.	False |
| John Rambo is a character in the ""Rambo"" series.	True |
| The ""Rambo"" series features John Rambo.	True |
| His acting career spans over five decades.	False |
| His acting career includes numerous notable roles.	True |
| There is no record.	False |
| There is no record of a person.	False |
| There is no record of a person named Sage Stallone.	False |
","| The speaker is apologizing. |
| The speaker is sorry for any confusion. |
| The speaker acknowledges a misunderstanding. |
| Sylvester Stallone is a filmmaker. |
| He was born on July 6, 1946. |
| He was born in New York City. |
| Stallone rose to fame for his portrayal of Rocky Balboa. |
| Stallone later rose to fame as John Rambo. |
| His acting career spans over five decades. |
| There is no record. |
| There is no record of a person. |
| There is no record of a person named Sage Stallone. |
"
Tell me a bio of Abdulqawi Yusuf," Abdulqawi A. Yusuf is a Kenyan economist and statistician who served as the Executive Secretary of the United Nations Economic Commission for Africa (UNECA) from 2012 to 2017. He was born on December 3, 1954, in Kenya. Yusuf obtained his Bachelor's degree in Economics and Statistics from Makerere University in Uganda and later pursued a Master's degree and Ph.D. in Economics at the University of Warwick in the United Kingdom. Before joining UNECA, he worked at","| Abdulqawi A. Yusuf is a Kenyan.	False |
| Abdulqawi A. Yusuf is an economist.	False |
| Abdulqawi A. Yusuf is a statistician.	False |
| Abdulqawi A. Yusuf served as the Executive Secretary of the United Nations Economic Commission for Africa (UNECA).	False |
| Abdulqawi A. Yusuf served as the Executive Secretary of the United Nations Economic Commission for Africa (UNECA) from 2012 to 2017.	False |
| He was born on December 3, 1954.	False |
| He was born in Kenya.	False |
| Yusuf obtained his Bachelor's degree in Economics and Statistics.	False |
| Yusuf obtained his Bachelor's degree from Makerere University in Uganda.	False |
| Yusuf later pursued a Master's degree in Economics.	False |
| Yusuf later pursued a Ph.D. in Economics.	False |
| Yusuf pursued his Master's degree at the University of Warwick.	False |
| Yusuf pursued his Ph.D. at the University of Warwick.	False |
| The University of Warwick is in the United Kingdom.	True |
","| Abdulqawi A. Yusuf is a Kenyan. |
| Abdulqawi A. Yusuf is an economist. |
| Abdulqawi A. Yusuf is a statistician. |
| Abdulqawi A. Yusuf served as the Executive Secretary of the United Nations Economic Commission for Africa (UNECA). |
| Abdulqawi A. Yusuf served as the Executive Secretary of the United Nations Economic Commission for Africa (UNECA) from 2012 to 2017. |
| He was born on December 3, 1954. |
| He was born in Kenya. |
| Yusuf obtained his Bachelor's degree in Economics and Statistics. |
| Yusuf obtained his Bachelor's degree from Makerere University in Uganda. |
| Yusuf later pursued a Master's degree in Economics. |
| Yusuf later pursued a Ph.D. in Economics. |
| Yusuf pursued his Master's degree at the University of Warwick. |
| Yusuf pursued his Ph.D. at the University of Warwick. |
"
Tell me a bio of Namita Gokhale," Namita Gokhale is an Indian author, literary critic, and publisher. She was born on March 25, 1956, in Dehradun, India. She studied English Literature at Miranda House, University of Delhi, and later did her Master's degree from the University of Iowa, USA. Her writing spans various genres including fiction, non-fiction, and literary criticism. Some of her notable works include ""Paro: Dreams of Passion"", ""The Imam and the Indian"", and ""A Hundred Little Flames"". She is also the co-","| Namita Gokhale is Indian.	True |
| Namita Gokhale is an author.	True |
| Namita Gokhale is a literary critic.	False |
| Namita Gokhale is a publisher.	True |
| She was born on March 25, 1956.	False |
| She was born in Dehradun.	False |
| She was born in India.	True |
| She studied English Literature.	True |
| She studied at Miranda House, University of Delhi.	False |
| She later did her Master's degree.	False |
| She did her Master's degree from the University of Iowa, USA.	False |
| Her writing spans various genres.	True |
| Her writing includes fiction.	True |
| Her writing includes non-fiction.	True |
| Her writing includes literary criticism.	True |
| She has notable works.	True |
| ""Paro: Dreams of Passion"" is one of her notable works.	True |
| ""The Imam and the Indian"" is one of her notable works.	False |
| ""A Hundred Little Flames"" is one of her notable works.	True |
","| Namita Gokhale is a literary critic. |
| She was born on March 25, 1956. |
| She was born in Dehradun. |
| She studied at Miranda House, University of Delhi. |
| She later did her Master's degree. |
| She did her Master's degree from the University of Iowa, USA. |
| ""The Imam and the Indian"" is one of her notable works. |
"
Tell me a bio of Henryk Wieniawski," Henryk Wieniawski (1835-1880) was a Polish violinist and composer, widely regarded as one of the greatest violin virtuosos of the Romantic era. He is best known for his virtuoso compositions for the violin, including the ""Légende"" No. 3 in D minor, Op. 17, ""The Swan,"" and the ""Polonaise Brilliante,"" Op. 22. Born in Lublin, Poland, Wieniawski studied at the Warsaw Conservatory before traveling to Paris to further his","| Henryk Wieniawski lived from 1835 to 1880.	True |
| Henryk Wieniawski was Polish.	True |
| Henryk Wieniawski was a violinist.	True |
| Henryk Wieniawski was a composer.	True |
| Henryk Wieniawski was widely regarded as one of the greatest violin virtuosos of the Romantic era.	True |
| He is known for his virtuoso compositions.	True |
| He is known for his compositions for the violin.	True |
| One of his compositions is the ""Légende"" No.	True |
| 17	False |
| ""The Swan""	False |
| ""The Swan"" is a piece of music.	False |
| ""Polonaise Brilliante,"" Op. 22	False |
| ""Polonaise Brilliante,"" Op. 22 is a piece of music.	False |
| He was born in Lublin, Poland.	True |
| Wieniawski studied at the Warsaw Conservatory.	False |
| Wieniawski traveled to Paris.	True |
| Wieniawski traveled to Paris to further his studies.	True |
","| 17 |
| ""The Swan"" |
| ""The Swan"" is a piece of music. |
| ""Polonaise Brilliante,"" Op. 22 |
| ""Polonaise Brilliante,"" Op. 22 is a piece of music. |
| Wieniawski studied at the Warsaw Conservatory. |
"
Tell me a bio of Heinrich Himmler," Heinrich Himmler was born on October 6, 1900, in Munich, Germany. He was a high-ranking member of the Nazi Party and one of the most powerful men in Nazi Germany after Adolf Hitler and Hermann Göring. Himmler served as the head of the Schutzstaffel (SS), the Gestapo, and the Waffen-SS during World War II. He played a key role in implementing Nazi policies, including the Holocaust. After the war, he committed suicide on May 23, 1945.","| Heinrich Himmler was born on October 6, 1900.	False |
| Heinrich Himmler was born in Munich.	True |
| Heinrich Himmler was born in Germany.	True |
| He was a high-ranking member of the Nazi Party.	True |
| He was one of the most powerful men in Nazi Germany.	True |
| He was one of the most powerful men in Nazi Germany after Adolf Hitler.	True |
| He was one of the most powerful men in Nazi Germany after Hermann Göring.	True |
| Himmler served as the head of the Schutzstaffel (SS).	True |
| Himmler served as the head of the Gestapo.	True |
| Himmler served as the head of the Waffen-SS.	True |
| Himmler served as the head of the Schutzstaffel (SS) during World War II.	True |
| Himmler served as the head of the Gestapo during World War II.	False |
| Himmler served as the head of the Waffen-SS during World War II.	True |
| He played a key role.	True |
| He played a key role in implementing Nazi policies.	True |
| He played a key role in implementing Nazi policies, including the Holocaust.	True |
| He committed suicide.	True |
| He committed suicide on May 23, 1945.	True |
| He committed suicide after the war.	True |
| He committed suicide after the war ended.	True |
","| Heinrich Himmler was born on October 6, 1900. |
| Himmler served as the head of the Gestapo during World War II. |
"
Tell me a bio of Jan-Michael Gambill," Jan-Michael Gambill is an American tennis player. He was born on December 16, 1974, in Oakland, California. Gambill turned professional in 1993 and reached his highest singles ranking of World No. 23 in May 1997. His best Grand Slam performance came at the Australian Open in 1995 when he reached the quarterfinals. Gambill retired from professional tennis in 2005 due to injuries. After retirement, he became a coach and currently works with the USTA Player Development program.","| Jan-Michael Gambill is a person.	True |
| Jan-Michael Gambill is American.	True |
| Jan-Michael Gambill is a tennis player.	True |
| He was born on December 16, 1974.	False |
| He was born in Oakland, California.	False |
| Gambill turned professional in 1993.	False |
| Gambill reached his highest singles ranking.	True |
| Gambill reached his highest singles ranking of World No.	True |
| His best Grand Slam performance came at the Australian Open.	False |
| The Australian Open took place in 1995.	False |
| He reached the quarterfinals at the Australian Open in 1995.	False |
| Gambill retired from professional tennis.	True |
| Gambill retired from professional tennis in 2005.	True |
| Gambill retired from professional tennis due to injuries.	True |
| He retired.	True |
| He became a coach.	True |
| He works with the USTA Player Development program.	False |
| He currently works with the USTA Player Development program.	False |
","| He was born on December 16, 1974. |
| He was born in Oakland, California. |
| Gambill turned professional in 1993. |
| His best Grand Slam performance came at the Australian Open. |
| The Australian Open took place in 1995. |
| He reached the quarterfinals at the Australian Open in 1995. |
| He works with the USTA Player Development program. |
| He currently works with the USTA Player Development program. |
"
Tell me a bio of Muhammad Al-Hafiz," Muhammad Al-Hafiz, also known as Sheikh Muhammad ibn Abdul Wahhab (1703–1792), was a prominent Islamic scholar and religious reformer from the Arabian Peninsula. He is considered the founder of the Wahhabi movement, which is a strict, puritanical form of Sunni Islam that emerged in the mid-18th century. Al-Hafiz is renowned for his efforts to purify Islamic practices, particularly in the areas of prayer, fasting, pilgrimage, and belief. His teachings emphasized the importance of individual p","| Muhammad Al-Hafiz was a prominent Islamic scholar.	False |
| Muhammad Al-Hafiz was a religious reformer.	False |
| Muhammad Al-Hafiz was also known as Sheikh Muhammad ibn Abdul Wahhab.	False |
| Muhammad Al-Hafiz lived from 1703 to 1792.	False |
| Muhammad Al-Hafiz was from the Arabian Peninsula.	False |
| He is considered the founder of the Wahhabi movement.	False |
| The Wahhabi movement is a form of Sunni Islam.	False |
| The Wahhabi movement is strict.	False |
| The Wahhabi movement is puritanical.	False |
| The Wahhabi movement emerged in the mid-18th century.	False |
| Al-Hafiz is renowned.	True |
| Al-Hafiz is known for his efforts.	True |
| Al-Hafiz is known for his efforts to purify Islamic practices.	False |
| Al-Hafiz is known for his efforts in the areas of prayer, fasting, pilgrimage, and belief.	False |
| Al-Hafiz focuses on purifying Islamic practices.	False |
| Al-Hafiz focuses on prayer, fasting, pilgrimage, and belief.	False |
","| Muhammad Al-Hafiz was a prominent Islamic scholar. |
| Muhammad Al-Hafiz was a religious reformer. |
| Muhammad Al-Hafiz was also known as Sheikh Muhammad ibn Abdul Wahhab. |
| Muhammad Al-Hafiz lived from 1703 to 1792. |
| Muhammad Al-Hafiz was from the Arabian Peninsula. |
| He is considered the founder of the Wahhabi movement. |
| The Wahhabi movement is a form of Sunni Islam. |
| The Wahhabi movement is strict. |
| The Wahhabi movement is puritanical. |
| The Wahhabi movement emerged in the mid-18th century. |
| Al-Hafiz is known for his efforts to purify Islamic practices. |
| Al-Hafiz is known for his efforts in the areas of prayer, fasting, pilgrimage, and belief. |
| Al-Hafiz focuses on purifying Islamic practices. |
| Al-Hafiz focuses on prayer, fasting, pilgrimage, and belief. |
"
"Tell me a bio of Tracy Somerset, Duchess of Beaufort"," Tracy Somerset, born on October 21, 1975, is a British aristocrat and the current Duchess of Beaufort. She was educated at Marlborough College and the University of Edinburgh, where she earned a degree in History. In 2005, she married James Edward Henry Thomas Somerset, the 11th Duke of Beaufort. The dukedom has been in existence since 1682 and is one of the oldest in England. The Duke and Duchess have three children together: Lady Elizabeth (b. 2006","| Tracy Somerset was born on October 21, 1975.	False |
| Tracy Somerset is a British aristocrat.	True |
| Tracy Somerset is the current Duchess of Beaufort.	True |
| She was educated at Marlborough College.	True |
| She was educated at the University of Edinburgh.	False |
| She earned a degree.	False |
| She earned a degree in History.	False |
| The marriage happened in 2005.	False |
| She married James Edward Henry Thomas Somerset.	False |
| James Edward Henry Thomas Somerset is the 11th Duke of Beaufort.	False |
| The dukedom has been in existence since 1682.	True |
| The dukedom is one of the oldest in England.	True |
| The Duke and Duchess have three children.	True |
| Lady Elizabeth is one of their children.	False |
| Lady Elizabeth was born in 2006.	False |
","| Tracy Somerset was born on October 21, 1975. |
| She was educated at the University of Edinburgh. |
| She earned a degree. |
| She earned a degree in History. |
| The marriage happened in 2005. |
| She married James Edward Henry Thomas Somerset. |
| James Edward Henry Thomas Somerset is the 11th Duke of Beaufort. |
| Lady Elizabeth is one of their children. |
| Lady Elizabeth was born in 2006. |
"
